"id","name","type","platform","genres","developer","publisher","release_date","release_precision","release_year","release_month","release_day","main_story_polled","main_story","main_plus_sides_polled","main_plus_sides","completionist_polled","completionist","all_styles_polled","all_styles","single_player_polled","single_player","co_op_polled","co_op","versus_polled","versus"
"24299","Boring Man: Online Tactical Stickman Combat","multi","PC","Action","Spasman Games","Spasman Games","2014-04-14","day","2014","4","14","","","","","1","30.58","1","30.58","","","","","1","2.9"
"24302","Dirty Bomb","multi","PC","First-Person, Shooter","Splash Damage","Nexon America","2015-06-00","day","2015","6","0","2","124.96","","","1","147.2","3","139.79","2","124.96","1","254.0","14","66.13"
"24307","Shadow Tower Abyss","game","PlayStation 2","Role-Playing","From Software","From Software","2003-10-23","day","2003","10","23","13","8.57","12","12.06","1","17.62","26","10.57","13","8.57","","","",""
"24308","Putty Squad","game","Nintendo 3DS, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Super Nintendo, Xbox 360","Platform","System 3","Ocean Software","1994-00-00","day","1994","0","0","3","3.37","","","2","10.25","5","5.03","3","3.37","","","",""
"24309","Stranded Deep","game","PC, PlayStation 4, Xbox One","Adventure","Beam Team","Beam Team","2015-01-23","day","2015","1","23","27","22.93","18","36.58","11","43.26","56","32.02","27","22.93","5","19.71","",""
"24311","Double Action: Boogaloo","multi","PC","Shooter","Double Action Factory","Double Action Factory","2014-10-23","day","2014","10","23","2","4.54","","","","","2","4.54","2","4.54","","","2","4.03"
"24312","Zumba Fitness","game","PlayStation 3, Wii, Xbox 360","Fitness","Pipeworks Software","Majesco Entertainment, 505 Games","2010-11-18","day","2010","11","18","","","2","49.69","","","2","49.69","","","","","",""
"24313","You Are Not A Banana","game","PC","Puzzle","Brian Cullen","Fluxscopic","2015-02-19","day","2015","2","19","3","0.62","","","1","7.0","4","1.47","3","0.62","","","",""
"24323","Disney's Kim Possible 2: Drakken's Demise","game","Game Boy Advance","Action, Adventure","Artificial Mind and Movement","Disney Interactive Studios","2004-09-22","day","2004","9","22","1","1.39","1","1.67","","","2","1.53","1","1.39","","","",""
"24324","Disney's Kim Possible 3: Team Possible","game","Game Boy Advance","Action, Adventure","Artificial Mind and Movement","Disney Interactive Studios","2005-07-26","day","2005","7","26","1","2.85","1","3.07","1","3.87","3","3.16","1","2.85","","","",""
"24325","Dr. Mario & Puzzle League","game","Game Boy Advance","Puzzle","Nintendo Research & Development 1","Nintendo","2005-09-13","day","2005","9","13","3","4.0","","","","","3","4.0","3","4.0","","","",""
"24327","Fantastic 4: Flame On","game","Game Boy Advance","Beat Em Up","Torus Games","Activision","2005-11-08","day","2005","11","8","2","3.91","","","","","2","3.91","2","3.91","","","",""
"24330","Street Fighter II Movie","game","PlayStation, Sega Saturn","Adventure","Capcom","Capcom","1995-12-15","day","1995","12","15","1","2.18","","","","","1","2.18","1","2.18","","","",""
"24333","Tempo Jr.","game","Sega Game Gear","Platform","Sega, Red Company","","1995-00-00","day","1995","0","0","6","1.0","","","","","6","1.0","6","1.0","","","",""
"24334","Super Tempo","game","Sega Saturn","Platform, Real-Time, Side","Aspect, Red Company","MediaQuest","1998-04-29","day","1998","4","29","2","4.37","1","4.78","","","3","4.51","2","4.37","","","",""
"24335","Samurai Pizza Cats","game","NES","","Tecmo","Tecmo","1991-07-19","day","1991","7","19","7","1.2","","","1","1.7","8","1.63","7","1.2","","","",""
"24336","Hot Wheels: Burnin' Rubber","game","Game Boy Advance","Driving, Racing","Altron","THQ","2001-11-21","day","2001","11","21","3","5.09","","","","","3","5.09","3","5.09","","","",""
"24339","Urban Runner","game","PC","Interactive Art, Visual Novel","Coktel Vision","Sierra On-Line","1996-00-00","day","1996","0","0","5","5.44","","","","","5","5.44","5","5.44","","","",""
"24340","Agricultural Simulator 2012","game","PC","Simulation","United Independent Entertainment","United Independent Entertainment","2011-11-25","day","2011","11","25","1","2.5","","","","","1","2.5","1","2.5","","","",""
"24341","Farming Simulator 2011","game","PC","Simulation","Giants Software","Giants Software","2010-10-29","day","2010","10","29","","","1","93.03","1","130.0","2","111.52","","","","","",""
"24345","Karnaaj Rally","game","Game Boy Advance","Car Combat, Driving, Racing","Paragon 5","Jaleco Entertainment","2002-11-21","day","2002","11","21","1","9.0","","","1","9.58","2","9.29","1","9.0","","","",""
"24348","Republique","game","Google Stadia, Mobile, Nintendo Switch, Oculus Go, PC, PlayStation 4","Action, Adventure, Multidirectional, Real-Time, Stealth, Third-Person","Camouflaj","Camouflaj","2015-02-26","day","2015","2","26","28","11.54","32","14.7","13","20.84","73","14.36","28","11.54","","","",""
"24349","Sniper Elite III - Hunt the Grey Wolf DLC","dlc/expansion","Nintendo Switch, PC, PlayStation 4","First-Person, Real-Time, Shooter","Rebellion Oxford","Rebellion Developments","2014-06-27","day","2014","6","27","15","0.6","5","1.03","3","1.63","23","0.72","15","0.6","1","1.0","",""
"24350","Sniper Elite III - Save Churchill Part 1: In Shadows DLC","dlc/expansion","PC, PlayStation 3, PlayStation 4","First-Person, Real-Time, Shooter","Rebellion Oxford","Rebellion Developments","2014-07-17","day","2014","7","17","7","0.44","13","0.97","1","1.87","21","0.67","7","0.44","1","1.0","",""
"24351","Sniper Elite III - Save Churchill Part 2: Belly of the Beast DLC","dlc/expansion","PC, PlayStation 3, PlayStation 4","First-Person, Real-Time, Shooter","Rebellion Oxford","Rebellion Developments","2014-08-21","day","2014","8","21","9","0.66","10","1.1","3","1.56","22","0.81","9","0.66","1","1.17","",""
"24352","Sniper Elite III - Save Churchill Part 3: Confrontation DLC","dlc/expansion","Nintendo Switch, PC, PlayStation 3, PlayStation 4","First-Person, Real-Time, Shooter","Rebellion Oxford","Rebellion Developments","2014-09-18","day","2014","9","18","10","0.79","9","1.52","2","2.47","21","1.04","10","0.79","1","1.5","",""
"24353","Middle-Earth: Shadow of Mordor - The Bright Lord DLC","dlc/expansion","PC, PlayStation 4, Xbox One","Action, Multidirectional, Open World, Role-Playing, Third-Person","Monolith Productions","WB Games","2015-02-24","day","2015","2","24","46","2.56","70","3.3","83","3.48","199","3.18","46","2.56","","","",""
"24354","Die Hard","game","NES","Action, Top-Down","Pack-In-Video","Activision","1992-09-00","day","1992","9","0","6","1.59","1","4.5","","","7","1.8","6","1.59","","","",""
"24355","Crash Boom Bang!","game","Nintendo DS","Party","Dimps, Universal Interactive","Vivendi Games, Sierra Entertainment","2006-10-10","day","2006","10","10","6","3.07","1","5.17","3","5.86","10","4.1","6","3.07","","","",""
"24356","Rabbids 3D","game","Nintendo 3DS","Action, Platform, Scrolling, Side","Ubisoft Paris, Ubisoft Casablanca","Ubisoft","2011-04-10","day","2011","4","10","2","4.43","6","7.66","2","16.0","10","8.11","2","4.43","","","",""
"24365","Ghostbusters II","game","Amiga, Amstrad CPC, Atari 2600, Atari ST, Commodore 64, Game Boy, MSX, NES, PC, ZX Spectrum","Platform","Imagineering","Activision","1989-00-00","day","1989","0","0","11","1.43","1","8.0","","","12","1.72","11","1.43","","","",""
"24366","Duke Nukem: Critical Mass","game","Nintendo DS","Platform","Frontline Studios","Deep Silver","2011-06-06","day","2011","6","6","2","4.19","","","1","9.25","3","5.28","2","4.19","","","",""
"24367","Salt","game","PC","Action, Adventure, First-Person, Open World, Real-Time, Sandbox","Lavaboots Studios","Lavaboots Studios","2014-08-22","day","2014","8","22","","","1","68.0","","","1","68.0","","","","","",""
"24368","IronFall: Invasion","game","Nintendo 3DS, Nintendo Switch","Shooter, Third-Person","VD-Dev","VD-Dev","2015-02-13","day","2015","2","13","9","5.94","3","6.0","1","6.75","13","6.05","9","5.94","","","",""
"24369","Pokémon Shuffle","game","Mobile, Nintendo 3DS","Puzzle","Genius Sonority","Nintendo","2015-02-18","day","2015","2","18","16","21.89","19","69.35","1","213.41","36","45.09","16","21.89","","","",""
"24372","Tetris Ultimate","game","Nintendo 3DS, PlayStation 4, PlayStation Vita, Xbox One","Puzzle","SoMa Play","Ubisoft","2014-11-11","day","2014","11","11","7","1.17","1","3.42","1","40.0","9","3.72","7","1.17","","","",""
"24376","How Do You Do It?","game","Browser, PC","Educational","Nina Freeman, Emmett Butler, Decky Coss, Joni Kittaka","","2014-01-26","day","2014","1","26","42","0.04","8","0.07","22","0.09","72","0.06","42","0.04","","","",""
"24379","Veteran Combat","game","PC","Fighting","CyberphobX","CyberphobX","2015-02-16","day","2015","2","16","2","0.32","","","","","2","0.32","2","0.32","","","",""
"24382","Atelier Ayesha Plus: The Alchemist of Dusk","game","PlayStation Vita","Role-Playing","Gust","Tecmo Koei","2015-01-13","day","2015","1","13","12","25.26","15","38.59","5","81.07","32","37.8","12","25.26","","","",""
"24384","The Apotheosis Project","game","PC","Adventure, Point-And-Click","Midian Design","Screen 7","2014-12-04","day","2014","12","4","4","3.71","4","5.93","3","8.0","11","5.67","4","3.71","","","",""
"24385","Dungeon Warfare","game","Mobile, Nintendo Switch, PC","Strategy, Tower Defense","Valsar","Valsar","2015-03-17","day","2015","3","17","6","16.74","6","20.59","5","47.43","17","25.36","6","16.74","","","",""
"24386","East Tower: Akio","game","PC","Visual Novel","roseVeRte","roseVeRte","2012-07-25","day","2012","7","25","4","1.33","","","5","2.22","9","1.74","4","1.33","","","",""
"24387","No Turning Back","game","PC","Action, Adventure, Roguelike","ColloseusX","ColloseusX","2016-01-15","day","2016","1","15","","","1","0.5","2","1.48","3","0.83","","","","","",""
"24390","Tompi Jones","game","PC","Action, Adventure","DreamsSoftGames","DreamsSoftGames","2015-05-22","day","2015","5","22","1","3.4","","","","","1","3.4","1","3.4","","","",""
"24391","Unium","game","PC","Point-And-Click, Puzzle, Turn-Based","Kittehface Software","Kittehface Software","2015-02-03","day","2015","2","3","3","6.07","2","9.02","17","10.04","22","6.37","3","6.07","","","",""
"24398","Bermuda Syndrome","game","PC","Action, Adventure, Platform, Puzzle","Century Interactive","BMG Interactive","1995-00-00","day","1995","0","0","1","15.0","","","","","1","15.0","1","15.0","","","",""
"24400","Minutes","game","PlayStation 4","Scrolling, Shooter","Red Phantom Games","Red Phantom Games","2015-02-10","day","2015","2","10","1","1.57","","","","","1","1.57","1","1.57","","","",""
"24403","Riddled Corpses","game","Nintendo Switch, PC, PlayStation 4, PlayStation Vita, Xbox One","Multidirectional, Shooter","Daniel Fernandez Chavez","Diabolical Mind","2015-00-00","day","2015","0","0","8","7.47","4","9.23","15","10.08","27","9.28","8","7.47","","","",""
"24404","Enigmoon","game","PC","Action, Adventure, Platform","Eplixe","Eplixe","2015-05-05","day","2015","5","5","2","0.85","1","2.0","","","3","1.13","2","0.85","","","",""
"24405","Why So Evil 2: Dystopia","game","PC","Action, Adventure","Zonitron Productions","GrabTheGames","2015-03-16","day","2015","3","16","","","","","2","3.49","2","3.49","","","","","",""
"24406","Mirrored - Chapter 1","game","PC","Adventure, Puzzle","","","2015-00-00","day","2015","0","0","","","","","4","1.83","4","1.83","","","","","",""
"24408","Eron","game","PC","Platform","","Red Splat Games","2015-03-17","day","2015","3","17","5","1.38","","","2","3.16","7","2.43","5","1.38","","","",""
"24409","Shutter","game","PC","Adventure","Cosmic Logic","Cosmic Logic","2015-04-02","day","2015","4","2","6","0.95","3","1.12","3","1.31","12","1.06","6","0.95","","","",""
"24410","Commander Cool 2","game","PC","Action, Platform","","","2015-00-00","day","2015","0","0","","","1","2.02","1","6.5","2","4.26","","","","","",""
"24411","The Adventures of Tree","game","PC","Action, Adventure, Open World","Dune Clockidy","Dune Clockidy, Tiger Studios","2015-05-01","day","2015","5","1","2","8.62","2","12.65","2","30.0","6","13.3","2","8.62","","","",""
"24413","Magical Battle Festa","game","PC","Action, Battle Arena, Fighting, Real-Time, Third-Person","Fly System","Playism","2014-11-21","day","2014","11","21","3","2.81","3","6.94","1","34.75","7","7.45","3","2.81","","","",""
"24415","ALLTYNEX Second","game","PC","Arcade, Scrolling, Shooter, Top-Down","SITER SKAIN","Nyu Media","2014-12-11","day","2014","12","11","6","2.35","","","1","7.25","7","2.74","6","2.35","","","",""
"24416","Rime Berta","game","PC","Role-Playing, Strategy, Tactical, Top-Down, Turn-Based","NEXT-SOFT+","Playism","2014-12-16","day","2014","12","16","2","20.79","1","37.67","","","3","23.96","2","20.79","","","",""
"24417","Liquid Kids","game","Arcade, Nintendo Switch, Sega Saturn, TurboGrafx-16","Action, Platform","Taito Corporation","Ving","1992-01-17","day","1992","1","17","10","2.0","1","5.0","","","11","2.14","10","2.0","","","",""
"24418","Invisible Apartment","game","Mobile, PC","Visual Novel","Milan Kazarka, Jeroen van Oosten","Vysoko Anime Production","2015-03-02","day","2015","3","2","9","0.41","2","0.61","8","0.83","19","0.54","9","0.41","","","",""
"24420","Makai Prince Dorabocchan","game","TurboGrafx-16","Action","Naxat Soft","","1990-12-21","day","1990","12","21","5","1.07","","","","","5","1.07","5","1.07","","","",""
"24422","REVOLVER360 RE:ACTOR","game","PC","Arcade, Scrolling, Shooter, Top-Down","Cross Eaglet","Playism","2014-10-24","day","2014","10","24","7","1.91","3","5.22","1","13.8","11","3.01","7","1.91","","","",""
"24427","Decay: The Mare","game","Linux, Mac, PC, Xbox One","Adventure, First-Person, Point-And-Click","Shining Gate Software","Daedalic Entertainment","2015-02-13","day","2015","2","13","22","3.0","13","3.02","23","3.79","58","3.24","22","3.0","","","",""
"24429","Belladonna","game","PC","Adventure","Neckbolt","Neckbolt","2015-02-27","day","2015","2","27","25","1.12","5","1.27","27","1.86","57","1.23","25","1.12","","","",""
"24438","Atelier Shallie: Alchemists of the Dusk Sea","game","PlayStation 3, PlayStation Vita","Role-Playing","Gust","Gust","2015-03-10","day","2015","3","10","20","27.48","21","45.66","9","67.52","50","41.59","20","27.48","","","",""
"24439","Sword Master","game","NES","Action, Adventure, Hack And Slash, Platform, Third-Person","Athena","Athena, Activision","1992-01-00","day","1992","1","0","6","1.43","","","1","8.0","7","1.9","6","1.43","","","",""
"24444","Unterwegs in Duesterburg","game","PC","Role-Playing","","","2003-00-00","day","2003","0","0","1","25.76","","","","","1","25.76","1","25.76","","","",""
"24446","Monster Force","game","Game Boy Advance","Action","Digital Eclipse Software","Universal Interactive","2002-09-29","day","2002","9","29","3","3.05","","","","","3","3.05","3","3.05","","","",""
"24447","Monster Jam: Maximum Destruction","game","Game Boy Advance, Nintendo GameCube, PC, PlayStation 2","Driving, Racing","Inland Productions, Unique Development Studios","Ubisoft Marvel Comics","2002-03-27","day","2002","3","27","1","1.25","","","","","1","1.25","1","1.25","","","",""
"24448","The Real Ghostbusters","game","Game Boy","Action, Platform","Kemco","Kotobuki Systems, Activision","1993-00-00","day","1993","0","0","5","4.69","","","","","5","4.69","5","4.69","","","",""
"24449","I Can Hold My Breath Forever","game","Browser","","Jake Elliott","","2010-00-00","day","2010","0","0","1","0.12","1","0.17","","","2","0.14","1","0.12","","","",""
"24450","The Terminator: Rampage","game","PC","First-Person, Shooter","Bethesda Softworks","Bethesda Softworks","1993-01-01","day","1993","1","1","1","9.18","","","","","1","9.18","1","9.18","","","",""
"24456","Five Nights at Freddy's 3","game","Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One","Horror","Scott Cawthon","","2015-03-02","day","2015","3","2","92","2.35","35","3.63","27","5.28","154","3.19","92","2.35","","","",""
"24459","OlliOlli2: Welcome to Olliwood","game","Linux, Mac, Nintendo Switch, PC, PlayStation 4, PlayStation Vita, Xbox One","Arcade, Scrolling, Side, Sports","Roll7","Roll7","2015-03-03","day","2015","3","3","41","3.49","28","7.4","8","24.87","77","6.31","41","3.49","","","",""
"24460","Pickle Wars Trilogy","game","","Platform","Redwood Games","MVP Software","0000-00-00","day","0","0","0","1","2.6","","","","","1","2.6","1","2.6","","","",""
"24461","Archimedean Dynasty","game","PC","Simulation","Massive Development","Blue Byte Software","1996-11-00","day","1996","11","0","3","15.0","1","15.26","1","20.0","5","15.65","3","15.0","","","",""
"24463","Bad Day on the Midway","game","PC","Adventure, First-Person","The Residents Cryptic Corporation","Inscape","1995-00-00","day","1995","0","0","1","1.0","1","3.0","","","2","2.0","1","1.0","","","",""
"24464","Helldivers","game","PC, PlayStation 3, PlayStation 4, PlayStation Vita","Multidirectional, Shooter","Arrowhead Game Studios","Sony Computer Entertainment America","2015-03-03","day","2015","3","3","23","10.73","20","30.24","10","92.66","53","26.1","23","10.73","16","28.51","",""
"24465","Monster Truck Madness","game","Game Boy Advance","","Tantalus","THQ","2003-08-11","day","2003","8","11","2","4.87","","","","","2","4.87","2","4.87","","","",""
"24466","Monster Trucks Mayhem","game","Game Boy Advance, Wii","Driving, Racing","","Zoo Games","2009-09-15","day","2009","9","15","4","1.26","","","","","4","1.26","4","1.26","","","",""
"24467","Moto Racer Advance","game","Game Boy Advance","Driving, Racing","Adeline Software International, Delphine Software International","Ubisoft","2002-12-04","day","2002","12","4","1","4.88","","","1","5.91","2","5.4","1","4.88","","","",""
"24468","Motocross Maniacs Advance","game","Game Boy Advance","Driving, Racing","Konami","Konami","2002-03-21","day","2002","3","21","1","1.02","","","","","1","1.02","1","1.02","","","",""
"24469","Planet Monsters","game","Game Boy Advance","Action","Planet Interactive","Titus Software","2001-12-06","day","2001","12","6","2","1.62","","","","","2","1.62","2","1.62","","","",""
"24470","Disney Fairies: Tinker Bell's Adventure","game","PC","Adventure","Gamestar","Disney Interactive","2014-10-06","day","2014","10","6","1","3.5","1","4.95","1","5.0","3","4.72","1","3.5","","","",""
"24471","Power Rangers S.P.D.","game","Game Boy Advance","Action","Natsume","THQ","2005-00-00","day","2005","0","0","4","2.17","","","3","3.1","7","2.49","4","2.17","","","",""
"24473","Racing Gears Advance","game","Game Boy Advance","Driving, Racing","Orbital Media","Orbital Media","2005-02-08","day","2005","2","8","2","3.75","","","1","12.0","3","6.0","2","3.75","","","",""
"24475","Monster Bash","game","PC","Action","3D Realms","3D Realms","1993-04-09","day","1993","4","9","1","6.0","","","","","1","6.0","1","6.0","","","",""
"24477","The Simpsons: Tapped Out","game","Mobile","City-Building","EA Mobile","","2012-03-01","day","2012","3","1","2","4.0","1","10.0","1","400.0","4","55.75","2","4.0","","","",""
